"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.colors","Answer.0","Answer.1","Answer.10","Answer.11","Answer.12","Answer.13","Answer.14","Answer.15","Answer.16","Answer.17","Answer.18","Answer.19","Answer.2","Answer.3","Answer.4","Answer.5","Answer.6","Answer.7","Answer.8","Answer.9","Answer.feedback","Approve","Reject"
"301KG0KX9CLK9678MFPUOJIQLLAH2B","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:33 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:33 PDT 2017","","","3GNA64GUZE4S8GNSDRJOKN8P3Z75QP","A1T78AC3Z2WZW0","Approved","Sun Jun 18 21:46:32 PDT 2017","Sun Jun 18 21:48:20 PDT 2017","Mon Jun 19 09:48:20 PDT 2017","Mon Jun 19 07:28:10 PDT 2017","","","108","100% (264/264)","100% (264/264)","100% (264/264)","[""manor house"", ""hidden valley"", ""crimson silk"", ""moonlit pool"", ""genuine pink"", ""golden waffle"", ""red candle"", ""chop sticks"", ""milano red"", ""rodeo dust"", ""saffron"", ""bluish purple"", ""nicolson red"", ""pale berry"", ""tanager"", ""spiced butternut"", ""fennell seed"", ""zuccini"", ""new bamboo"", ""alluring white""]","#CF6161","#37B3A8","#B95920","#AF288D","#DF2507","#762506","#AD948A","#BFBFCB","#7B8979","#F1F1F1","#CDC5CB","#DCEFEB","#C1BD83","#E5E08F","#B92121","#CFDD24","#EF3C29","#AB88BB","#BF3D30","#7E805A","{}"
"301KG0KX9CLK9678MFPUOJIQLLAH2B","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:33 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:33 PDT 2017","","","3ITXP059PWJCSVHQUXCNGX6V3PVSJX","A3IHT9LDUJNP3E","Approved","Mon Jun 19 04:40:39 PDT 2017","Mon Jun 19 04:48:24 PDT 2017","Mon Jun 19 16:48:24 PDT 2017","Mon Jun 19 09:27:03 PDT 2017","","","465","100% (21/21)","100% (21/21)","100% (21/21)","[""manor house"", ""hidden valley"", ""crimson silk"", ""moonlit pool"", ""genuine pink"", ""golden waffle"", ""red candle"", ""chop sticks"", ""milano red"", ""rodeo dust"", ""saffron"", ""bluish purple"", ""nicolson red"", ""pale berry"", ""tanager"", ""spiced butternut"", ""fennell seed"", ""zuccini"", ""new bamboo"", ""alluring white""]","#4B4340","#835F47","#963D2D","#B13FC1","#D51B3E","#DCC4C1","#A93331","#FFDA77","#4CA53F","#17462E","#D8BF86","#F0E3D3","#856979","#1A4F57","#C88187","#DBE119","#A0706E","#DFD1B8","#9E3332","#B89D82","{}"
"301KG0KX9CLK9678MFPUOJIQLLAH2B","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:33 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:33 PDT 2017","","","3NQL1CS15R8IFCTTASIV175QFXGYVK","A2QEVP5YWBCG8T","Approved","Mon Jun 19 09:52:45 PDT 2017","Mon Jun 19 09:55:53 PDT 2017","Mon Jun 19 21:55:53 PDT 2017","Mon Jun 19 13:39:22 PDT 2017","","","188","100% (5/5)","100% (5/5)","100% (5/5)","[""manor house"", ""hidden valley"", ""crimson silk"", ""moonlit pool"", ""genuine pink"", ""golden waffle"", ""red candle"", ""chop sticks"", ""milano red"", ""rodeo dust"", ""saffron"", ""bluish purple"", ""nicolson red"", ""pale berry"", ""tanager"", ""spiced butternut"", ""fennell seed"", ""zuccini"", ""new bamboo"", ""alluring white""]","#907C7C","#49A142","#3965D4","#6933DF","#C91663","#C64C81","#C88855","#D6C95C","#BDB674","#28790A","#66A74D","#E2E4E1","#F11540","#5420A5","#F65BF1","#EFE86B","#EB0425","#F3F1B1","#CA1D28","#4D3537","{}"
"301KG0KX9CLK9678MFPUOJIQLLAH2B","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:33 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:33 PDT 2017","","","3VW04L3ZLT6LJW8E5BXB6EV2T2CXXY","A1706IXOTI3T39","Approved","Mon Jun 19 04:40:27 PDT 2017","Mon Jun 19 04:43:56 PDT 2017","Mon Jun 19 16:43:56 PDT 2017","Mon Jun 19 09:27:04 PDT 2017","","","209","100% (143/143)","100% (143/143)","100% (143/143)","[""manor house"", ""hidden valley"", ""crimson silk"", ""moonlit pool"", ""genuine pink"", ""golden waffle"", ""red candle"", ""chop sticks"", ""milano red"", ""rodeo dust"", ""saffron"", ""bluish purple"", ""nicolson red"", ""pale berry"", ""tanager"", ""spiced butternut"", ""fennell seed"", ""zuccini"", ""new bamboo"", ""alluring white""]","rgb(112, 106, 106)","rgb(61, 165, 58)","rgb(189, 74, 5)","rgb(90, 23, 187)","rgb(141, 11, 59)","rgb(153, 89, 113)","rgb(129, 58, 15)","rgb(201, 97, 34)","rgb(29, 120, 10)","rgb(37, 80, 28)","rgb(99, 165, 85)","rgb(241, 245, 241)","rgb(211, 67, 74)","rgb(111, 112, 155)","rgb(213, 84, 211)","rgb(218, 221, 113)","rgb(243, 51, 87)","rgb(116, 83, 40)","rgb(203, 11, 20)","rgb(216, 239, 151)","{}"
"301KG0KX9CLK9678MFPUOJIQLLAH2B","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:33 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:33 PDT 2017","","","3ZAK8W07I4EL5288XUXHDT9NPC9U05","A1VOFYYXKZWG7W","Approved","Mon Jun 19 03:14:37 PDT 2017","Mon Jun 19 03:15:54 PDT 2017","Mon Jun 19 15:15:54 PDT 2017","Mon Jun 19 07:28:10 PDT 2017","","","77","100% (234/234)","100% (234/234)","100% (234/234)","[""manor house"", ""hidden valley"", ""crimson silk"", ""moonlit pool"", ""genuine pink"", ""golden waffle"", ""red candle"", ""chop sticks"", ""milano red"", ""rodeo dust"", ""saffron"", ""bluish purple"", ""nicolson red"", ""pale berry"", ""tanager"", ""spiced butternut"", ""fennell seed"", ""zuccini"", ""new bamboo"", ""alluring white""]","#A72B2B","#57930F","#4630AF","#CB4BE5","#EF2B7E","#3E6485","#5A159F","#0D9CBD","#A5390E","#B74867","#55E36B","#D1E3D4","#0D2BA3","#B52353","#CE2DD3","#DFCD36","#E73F5F","#0EB328","#F7556C","#25777C","good"
"302OLP89DZ7IX1RWD248JA48KHXAC2","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:32 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:32 PDT 2017","","","31HQ4X3T3SAINL5QXIO0WCJN7DRSLO","A1O0B8163G7W0N","Approved","Sun Jun 18 21:14:26 PDT 2017","Sun Jun 18 21:19:37 PDT 2017","Mon Jun 19 09:19:37 PDT 2017","Sun Jun 18 21:36:27 PDT 2017","","","311","100% (1/1)","100% (1/1)","100% (1/1)","[""smokey lilac"", ""afghan tan"", ""deer field"", ""dark yellow green"", ""el sereno gold"", ""silver charm"", ""baronial brown"", ""la paloma gray"", ""teak wood finish"", ""newburyport blue"", ""sour tarts"", ""fuzzy wuzzy"", ""jay blue"", ""mystic light"", ""spearmint stick"", ""acorn spice"", ""levingston green"", ""glazed pears"", ""burnished pewter"", ""roman silver""]","#C7BFBF","#242004","#7231C5","#C4DA16","#E3E2F2","#D0E9E8","#BD5631","#F35C25","#61C92E","#663C0F","#5148D1","#EFEEF3","#E8A513","#E9E813","#F0D61B","#F5ECD1","#451604","#DAC6BF","#752712","#C6CBF5","{}"
"302OLP89DZ7IX1RWD248JA48KHXAC2","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:32 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:32 PDT 2017","","","3IGI0VL647KTDTGI2EN6PZDBFKXNOZ","A1T78AC3Z2WZW0","Approved","Mon Jun 19 04:29:08 PDT 2017","Mon Jun 19 04:30:10 PDT 2017","Mon Jun 19 16:30:10 PDT 2017","Mon Jun 19 07:28:10 PDT 2017","","","62","100% (264/264)","100% (264/264)","100% (264/264)","[""smokey lilac"", ""afghan tan"", ""deer field"", ""dark yellow green"", ""el sereno gold"", ""silver charm"", ""baronial brown"", ""la paloma gray"", ""teak wood finish"", ""newburyport blue"", ""sour tarts"", ""fuzzy wuzzy"", ""jay blue"", ""mystic light"", ""spearmint stick"", ""acorn spice"", ""levingston green"", ""glazed pears"", ""burnished pewter"", ""roman silver""]","#1B1010","#6C2D2D","#535D8A","#5F6788","#1B244E","#0C0F1C","#BEC4DF","#243EB9","#309D36","#5A935E","#46A34B","#1A5F1E","#663E3E","#23C526","#68741A","#7E7F78","#171804","#BFC163","#8A8B6A","#425DD6","{}"
"302OLP89DZ7IX1RWD248JA48KHXAC2","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:32 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:32 PDT 2017","","","3KGTPGBS6XLS1CBMCH1VWH22MBEU2C","A35ISACEB2KE8A","Approved","Mon Jun 19 10:26:21 PDT 2017","Mon Jun 19 10:28:00 PDT 2017","Mon Jun 19 22:28:00 PDT 2017","Mon Jun 19 13:39:22 PDT 2017","","","99","100% (299/299)","100% (299/299)","100% (299/299)","[""smokey lilac"", ""afghan tan"", ""deer field"", ""dark yellow green"", ""el sereno gold"", ""silver charm"", ""baronial brown"", ""la paloma gray"", ""teak wood finish"", ""newburyport blue"", ""sour tarts"", ""fuzzy wuzzy"", ""jay blue"", ""mystic light"", ""spearmint stick"", ""acorn spice"", ""levingston green"", ""glazed pears"", ""burnished pewter"", ""roman silver""]","#ACA5A5","#68A7BC","#9896A4","#4C8E5B","#3137AA","#9FC244","#8FBFA7","#C50707","#10A90A","#8DB18B","#22951E","#B2B3B2","#808C4C","#48DD3C","#ACB114","#C7C7BA","#D95619","#938B87","#D2A017","#260DB0","{}"
"302OLP89DZ7IX1RWD248JA48KHXAC2","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:32 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:32 PDT 2017","","","3P4RDNWND56NYHEUPLI9CV08URUJIX","A18EWG6CNKAO2J","Approved","Mon Jun 19 04:58:27 PDT 2017","Mon Jun 19 05:03:44 PDT 2017","Mon Jun 19 17:03:44 PDT 2017","Mon Jun 19 07:28:10 PDT 2017","","","317","100% (161/161)","100% (161/161)","100% (161/161)","[""smokey lilac"", ""afghan tan"", ""deer field"", ""dark yellow green"", ""el sereno gold"", ""silver charm"", ""baronial brown"", ""la paloma gray"", ""teak wood finish"", ""newburyport blue"", ""sour tarts"", ""fuzzy wuzzy"", ""jay blue"", ""mystic light"", ""spearmint stick"", ""acorn spice"", ""levingston green"", ""glazed pears"", ""burnished pewter"", ""roman silver""]","#4E4352","#603D08","#CDE943","#F55269","#74D6DB","#374546","#10A5AD","#B57118","#216E25","#DEF3F5","#696D6E","#CECFCF","#D3B38B","#749D00","#E7D43C","#E3E1CE","#7E4115","#878482","#52290B","#326591","hit is good"
"302OLP89DZ7IX1RWD248JA48KHXAC2","3YO63Q6HK4SDDDINXW4OFQFIR3ERNJ","What's the Color!? (~60 second form)","Come up with a color for each color name. Use your imagination! Should only take about 60-90s on average","survey,color","$0.10","Sun Jun 18 19:58:32 PDT 2017","5","BatchId:2840337;OriginalHitTemplateId:920937332;","3600","43200","Sun Jun 25 19:58:32 PDT 2017","","","3YGXWBAF70H6IW99U4ZJVQDUZOGC4R","A1VOFYYXKZWG7W","Approved","Mon Jun 19 01:24:22 PDT 2017","Mon Jun 19 01:25:28 PDT 2017","Mon Jun 19 13:25:28 PDT 2017","Mon Jun 19 07:28:10 PDT 2017","","","66","100% (234/234)","100% (234/234)","100% (234/234)","[""smokey lilac"", ""afghan tan"", ""deer field"", ""dark yellow green"", ""el sereno gold"", ""silver charm"", ""baronial brown"", ""la paloma gray"", ""teak wood finish"", ""newburyport blue"", ""sour tarts"", ""fuzzy wuzzy"", ""jay blue"", ""mystic light"", ""spearmint stick"", ""acorn spice"", ""levingston green"", ""glazed pears"", ""burnished pewter"", ""roman silver""]","#CBB8B8","#C31132","#426E4B","#E34974","#550FBB","#D0B9F1","#812253","#0D7418","#23E954","#9DE753","#D92ACE","#C5BAC5","#37744C","#70AF3C","#BDBB13","#B9B9A9","#BF7549","#ADA8A5","#933C08","#2B19AF","good"
